Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
930,319,84.53,98.17,16.05,42.85,45.57,15.99,86.21,53.92,14.73,9.4,0,4.39,3.45,0,1.57,5.33,9.72,15.36,5.02,4.39,6.27,0.94,13.17,3.45,2.19,1.25,0.63,4.39,2.19,1.57,0.63,0,0,0.31,15.67,0.31,0.31,0,0,10.97,0.94,2.51,1.88,3.13,2.19,1.25,3.13,2.51,0.31,0.31,0.31,0.31,0,0,0,11.91,5.02,1.88,1.88,3.45,0.31,0.63,12.23,2.51,14.73,3.45,8.15,5.02,2.82,1.25,0.63,0.94,0,0,0.31,0.31,0,0,0,0,19.44,6.27,8.46,0.94,0,0.31,0,0.94,0,1.57,0,0.94
931,210,73.03,40.6,43.37,95.81,26.25,20.95,88.57,54.76,16.67,8.1,6.19,0,1.9,0,0,8.57,9.05,12.86,9.52,2.38,4.76,0.48,14.29,5.71,2.86,1.43,0.48,4.76,4.76,4.76,0,0,0,0,3.81,0,0,0,0,11.9,2.86,2.38,2.38,2.86,0.95,1.43,6.67,6.19,0,0.48,1.43,0,0.95,0.48,0,5.24,0.48,2.86,0.95,0.95,0,3.81,9.05,0.48,11.9,1.43,6.67,3.81,2.38,0.95,0,0,0,0,0,0,0,0,0,0,17.62,5.24,5.71,0,0,0,0,0,0.95,0.48,0,5.24
932,140,85.46,58.47,26,15.69,20,13.57,92.14,55.71,16.43,6.43,4.29,0,0,0,2.14,10,12.86,15,9.29,4.29,3.57,0,15,3.57,0.71,3.57,2.86,5,6.43,2.86,3.57,0,0,0,7.14,0,0,0,0,10,2.86,2.14,2.14,0,2.14,0.71,2.14,0.71,1.43,0,2.14,0.71,1.43,0,0,11.43,0.71,2.86,5,0,2.86,1.43,12.86,0,11.43,1.43,5,5,6.43,3.57,0,0,0,0,0,0,0,0,0,0,15,6.43,2.86,0,0,0,0,0,0,4.29,0,1.43
933,156,55.42,22.08,71.23,94.43,26,19.87,91.67,52.56,17.31,12.18,10.26,0,0,0,1.92,5.13,3.85,14.1,8.33,3.21,6.41,1.28,13.46,3.85,1.92,0.64,0.64,3.21,4.49,4.49,0,0,0,0,7.05,0,0.64,0,0,17.95,2.56,1.92,3.21,5.77,1.28,3.21,2.56,1.92,0,0.64,1.92,0.64,0,0.64,0,6.41,1.92,1.92,1.92,1.28,0,3.85,7.69,0.64,11.54,2.56,4.49,5.77,8.33,1.28,0.64,1.28,0,0,0,0,0,0,0,0,12.82,3.21,1.92,0,0,0,2.56,0.64,0,1.28,0,3.21
934,104,90.76,71.8,63.54,99,52,26.92,86.54,42.31,12.5,9.62,5.77,0,3.85,0,0,2.88,4.81,16.35,4.81,1.92,3.85,0,13.46,9.62,2.88,0,0,1.92,8.65,8.65,0,0,0,0,8.65,0,0,0,0,6.73,0.96,2.88,0.96,1.92,0,0.96,1.92,1.92,0,0,0,0,0,0,0,11.54,1.92,3.85,6.73,0.96,0,0.96,7.69,1.92,16.35,2.88,10.58,3.85,2.88,4.81,0,0.96,0,0,0,0,0,0,0,0,17.31,6.73,4.81,0,0,0,0,0,1.92,0.96,0,2.88
935,181,89.01,65.06,17.83,84.32,12.93,15.47,77.9,49.72,14.92,10.5,6.08,0,4.42,0,0,4.42,9.39,14.36,6.63,2.21,3.31,0,10.5,5.52,1.66,1.1,3.31,0.55,3.31,3.31,0,0,0,0,6.08,0,0.55,0,0,7.18,0.55,1.1,1.66,1.1,2.76,0.55,2.21,1.66,0,0,1.66,1.1,0.55,0,0,7.18,0.55,3.31,3.31,2.76,0,0.55,7.73,2.76,9.94,0.55,3.87,5.52,4.97,1.66,0,1.66,0,0,0,0,0,0,0,0,16.02,7.18,2.76,0,0,0,0.55,1.66,0,0,0,3.87
936,1993,85.04,89.86,18.43,97.6,22.14,23.28,79.13,43.2,9.43,6.52,0.6,1.3,2.76,0.1,1.76,2.91,6.67,13,4.92,3.71,7.23,0.35,10.19,7.48,2.46,1.1,1.4,2.46,8.43,6.57,1.3,0.1,1,0,12.14,0.5,0.4,0.2,0.1,10.74,2.61,1.46,1,3.11,1.81,2.51,2.41,1.3,0.05,0.75,1.71,0.6,0.65,0,0.3,8.58,3.86,1.46,1.86,1.71,0.4,1.35,8.33,1.51,10.99,1.71,5.62,4.01,2.11,2.66,1.1,1.05,0,0.05,0.35,0,0,0.05,0.3,0,26.44,5.02,5.22,0.05,0.05,0.2,1.46,1.56,0.2,0.15,0.9,11.64
937,183,96.2,54.36,41.26,76.31,20.33,23.5,80.33,48.09,10.38,7.65,5.46,0,2.19,0,0,2.73,9.29,18.58,8.2,1.09,3.83,0,14.75,4.37,2.19,0,3.28,3.28,7.1,4.92,2.19,0,2.19,0,4.37,0,0.55,0,0,4.92,0.55,1.64,0,1.09,1.64,0,1.64,1.09,0.55,0,2.19,0,0.55,1.09,0,9.29,1.64,3.83,2.73,1.64,0,3.83,8.74,2.19,13.66,2.73,6.56,5.46,4.92,0,0,1.09,0,1.09,0,0,0,0,0,0,15.3,4.92,2.19,0,0,0,1.09,2.73,1.09,2.73,0,0.55
938,70,55.47,23.75,70.81,93.21,23.33,21.43,82.86,60,12.86,8.57,8.57,0,0,0,0,4.29,7.14,18.57,14.29,7.14,10,0,20,2.86,2.86,2.86,1.43,0,4.29,4.29,0,0,0,0,2.86,0,0,0,0,8.57,2.86,2.86,0,1.43,1.43,1.43,4.29,1.43,0,2.86,1.43,0,1.43,0,0,2.86,0,2.86,0,0,0,0,14.29,4.29,11.43,1.43,7.14,2.86,4.29,0,0,1.43,0,0,1.43,0,0,0,1.43,0,22.86,5.71,2.86,0,0,0,1.43,2.86,0,5.71,0,4.29
939,97,18.62,6.11,95.09,99,8.82,15.46,92.78,55.67,22.68,14.43,14.43,0,0,0,0,8.25,1.03,14.43,13.4,8.25,2.06,2.06,25.77,0,1.03,1.03,0,0,10.31,8.25,2.06,0,2.06,0,6.19,0,1.03,0,1.03,14.43,4.12,1.03,1.03,5.15,1.03,3.09,1.03,0,1.03,0,3.09,2.06,1.03,0,0,7.22,0,2.06,1.03,4.12,0,6.19,15.46,3.09,10.31,3.09,4.12,3.09,7.22,1.03,0,1.03,0,1.03,6.19,2.06,2.06,0,1.03,1.03,27.84,13.4,5.15,0,0,1.03,0,0,0,7.22,0,1.03
940,457,68.41,99,2.5,92.33,32.64,19.69,82.49,47.05,15.97,10.72,0,4.81,5.91,0,0,5.25,5.47,12.91,7.44,2.63,5.03,1.09,14.22,6.35,3.06,2.63,6.13,1.97,5.03,4.6,0.44,0.44,0,0,16.63,0.22,0.66,0,0,10.5,1.31,1.75,2.84,2.41,1.53,1.97,1.31,1.31,0,0,0.88,0,0.66,0.22,0,14,8.32,2.84,3.72,2.84,0,1.53,9.41,3.06,8.75,1.31,4.81,3.06,5.03,5.47,0.22,0.66,0,0,0.22,0,0,0,0,0,28.23,3.72,8.75,0.22,0,2.63,2.19,2.41,0,3.28,0.88,4.16
941,252,85.07,45.27,32.37,99,14.82,19.84,84.13,49.21,11.9,7.94,6.75,0,1.19,0,0,3.97,7.54,14.68,7.94,1.59,6.75,0,13.89,5.16,2.38,1.19,0.4,2.78,7.94,7.94,0,0,0,0,5.95,0.79,0,0.4,0.4,11.9,1.98,3.17,2.38,2.78,0.79,1.59,3.97,3.17,0.4,0.4,1.59,0.79,0,0,0,6.75,3.17,0.79,2.38,0.4,0.4,1.59,9.52,0.79,10.32,0.79,9.13,0.4,1.98,0.79,0,0.4,1.19,0,0.79,0,0,0.4,0.4,0,19.44,1.59,5.56,0,0,0,5.16,0.4,0.79,0,0,5.95
942,444,82.06,48.2,58.55,82.3,26.12,16.67,82.66,49.55,11.49,8.78,6.31,0,2.48,0,0,2.7,6.53,16.44,9.46,4.05,5.41,0.23,14.41,7.88,4.95,0.9,5.18,4.05,3.6,3.38,0.23,0,0.23,0,5.41,0.23,0.23,0,0,9.01,1.13,2.7,1.35,2.25,0.9,1.8,2.25,1.58,0.23,0.45,1.13,0.9,0,0,0,6.53,0.68,2.48,3.15,0.9,0,1.35,9.01,2.93,14.41,1.8,9.46,3.15,4.73,2.48,0.23,1.13,0,0,0.68,0,0.68,0,0,0,16.89,6.31,4.5,0.68,0,0.23,0.23,1.13,0,0.68,0.9,2.25
943,260,42.69,11.67,78.67,75.69,26,19.23,85.77,50.77,10.77,7.69,6.15,0,1.15,0,0.38,3.08,6.15,10,6.92,6.92,12.31,2.31,13.08,6.92,3.08,1.54,1.15,3.08,7.31,5,2.31,0.38,0.77,0.77,2.69,0,0,0,0,19.23,4.23,3.46,1.92,5.38,1.15,6.92,2.31,0.77,0.38,1.15,1.92,0.38,0.38,0,1.15,5,0.38,3.08,0.38,1.54,0.38,1.54,8.46,2.31,10.38,0.77,3.46,6.15,4.62,2.69,0.38,1.15,0,0,0.77,0.38,0,0.38,0,0,16.92,5,3.85,0.38,0,0.38,0.38,0.38,0,0.38,3.08,3.08
944,36,30.15,39.05,74.76,77,18,5.56,88.89,58.33,19.44,13.89,11.11,0,2.78,0,0,5.56,2.78,13.89,11.11,5.56,8.33,0,19.44,0,0,5.56,2.78,0,2.78,2.78,0,0,0,0,5.56,0,0,0,0,5.56,2.78,0,2.78,0,0,0,0,0,0,0,2.78,0,2.78,0,0,5.56,2.78,0,2.78,2.78,0,0,16.67,2.78,13.89,2.78,5.56,5.56,2.78,2.78,0,0,0,0,0,0,0,0,0,0,13.89,5.56,5.56,0,0,0,0,0,0,0,0,2.78
945,44,43.68,8.65,46.36,25.77,11,18.18,84.09,63.64,13.64,11.36,11.36,0,0,0,0,2.27,4.55,15.91,13.64,9.09,6.82,0,13.64,2.27,0,0,2.27,0,6.82,2.27,2.27,2.27,0,0,2.27,0,0,0,0,6.82,0,0,0,4.55,2.27,2.27,0,0,0,0,2.27,2.27,0,0,0,9.09,2.27,0,6.82,2.27,0,2.27,11.36,2.27,6.82,0,2.27,4.55,2.27,4.55,0,2.27,0,0,2.27,2.27,0,0,0,0,11.36,9.09,0,0,0,0,0,0,0,0,0,2.27
946,79,36.54,69.37,53.46,2.8,13.17,16.46,82.28,54.43,15.19,5.06,0,0,5.06,0,0,10.13,7.59,7.59,10.13,5.06,6.33,3.8,12.66,3.8,2.53,3.8,2.53,3.8,2.53,0,2.53,0,1.27,0,11.39,0,0,0,1.27,16.46,2.53,1.27,0,5.06,2.53,7.59,1.27,1.27,0,0,0,0,0,0,0,1.27,0,0,0,1.27,0,0,11.39,3.8,11.39,1.27,8.86,2.53,3.8,0,0,1.27,0,0,0,0,0,0,0,0,34.18,7.59,6.33,0,1.27,6.33,1.27,2.53,0,2.53,5.06,1.27
947,138,77.02,47.1,64.25,99,27.6,14.49,85.51,49.28,12.32,7.25,5.07,0,2.17,0,0,5.07,7.97,13.77,7.25,5.8,5.07,1.45,18.84,4.35,2.17,1.45,2.17,2.9,7.97,7.97,0,0,0,0,4.35,0,0,0,0,15.94,3.62,5.07,1.45,2.17,4.35,0.72,5.8,3.62,1.45,0.72,0.72,0,0,0.72,0,5.8,0,3.62,0,2.9,0,0.72,14.49,1.45,15.22,2.9,8.7,3.62,0.72,0,0,0,0,0,0.72,0,0.72,0,0,0,18.12,6.52,7.25,0,0,0,2.17,0,0,2.17,0,0
948,81,95.79,64.46,4.97,48.69,40.5,39.51,72.84,27.16,3.7,3.7,2.47,0,1.23,0,0,0,2.47,13.58,0,1.23,7.41,0,3.7,4.94,2.47,0,1.23,3.7,1.23,1.23,0,0,0,0,4.94,1.23,0,0,0,2.47,0,2.47,0,0,0,0,7.41,2.47,0,2.47,6.17,1.23,4.94,0,0,6.17,1.23,1.23,2.47,2.47,0,0,2.47,0,8.64,1.23,6.17,1.23,13.58,1.23,1.23,3.7,0,0,0,0,0,0,0,0,38.27,7.41,22.22,1.23,0,0,0,0,2.47,0,2.47,2.47
949,157,95.01,30.52,6.91,37.02,31.4,18.47,78.34,51.59,7.64,5.73,5.1,0,0,0,0.64,1.91,12.74,15.29,9.55,2.55,5.1,0.64,12.1,5.1,3.82,0.64,5.1,1.27,1.91,1.27,0.64,0,0,0,2.55,0,0,0,0,8.28,2.55,1.91,1.91,0,0.64,1.91,0.64,0,0,0,0,0,0,0,0,4.46,0.64,1.91,1.27,0,0.64,0.64,6.37,3.82,4.46,0,1.27,3.18,3.82,4.46,0,0.64,0,0,0,0,0,0,0,0,21.66,7.64,7.01,0,0,0,0,1.91,0,1.27,3.82,0
950,112,73.74,29.6,25.04,94.3,28,14.29,85.71,45.54,12.5,8.04,7.14,0,0.89,0,0,4.46,4.46,14.29,6.25,3.57,8.04,0,14.29,8.04,3.57,0.89,1.79,2.68,4.46,4.46,0,0,0,0,3.57,0,0,0,0,11.61,1.79,2.68,0.89,3.57,1.79,2.68,3.57,1.79,0,1.79,1.79,1.79,0,0,0,8.93,0.89,6.25,1.79,0.89,0,0.89,13.39,1.79,6.25,0,5.36,0.89,7.14,4.46,0,0.89,0,0,0,0,0,0,0,0,14.29,4.46,3.57,0,0.89,0,0,0.89,0,1.79,1.79,0.89
951,129,48.77,21.91,49.53,99,21.5,18.6,84.5,51.94,12.4,7.75,7.75,0,0,0,0,4.65,5.43,13.18,10.08,5.43,11.63,0,13.95,6.98,3.88,0.78,0,3.1,10.08,10.08,0,0,0,0,3.1,0,0,0,0,10.08,0,2.33,1.55,0.78,2.33,3.1,3.1,2.33,0,0.78,3.88,0.78,0,1.55,0,10.08,1.55,5.43,3.1,3.1,0,0.78,13.95,1.55,11.63,2.33,6.98,1.55,3.88,1.55,0,2.33,0,0,2.33,0,0.78,0.78,0.78,0,14.73,7.75,2.33,0,0,0,0,0.78,0,0.78,0,3.1
952,175,67.14,32.39,69.14,78.19,17.5,13.14,93.14,50.86,14.86,12.57,10.86,0,1.14,0,0.57,2.29,4.57,14.86,8.57,4,6.29,0,19.43,4.57,1.71,0,1.71,6.29,4,3.43,0.57,0,0,0,5.71,1.14,0,0.57,0.57,5.71,0.57,1.14,1.14,1.71,1.14,0.57,0.57,0.57,0,0,0,0,0,0,0,10.29,3.43,1.14,5.14,1.71,0,3.43,12,0.57,13.14,2.86,5.71,4.57,5.14,8,0,1.71,0.57,0,0,0,0,0,0,0,6.29,5.71,0,0,0,0,0,0.57,0,0,0,0
953,58,63.92,19.44,47.93,58.39,14.5,20.69,89.66,55.17,15.52,10.34,10.34,0,0,0,0,5.17,3.45,17.24,12.07,1.72,6.9,0,20.69,5.17,1.72,1.72,1.72,1.72,5.17,3.45,1.72,1.72,0,0,6.9,0,0,0,0,15.52,1.72,0,6.9,6.9,1.72,5.17,0,0,0,0,0,0,0,0,0,10.34,1.72,3.45,5.17,1.72,0,1.72,15.52,5.17,10.34,1.72,8.62,0,10.34,0,0,3.45,0,0,0,0,0,0,0,0,5.17,5.17,0,0,0,0,0,0,0,0,0,0
954,241,85.3,35.43,88.53,65.09,18.54,15.35,87.14,54.36,13.28,10.37,8.71,0.41,1.24,0,0,2.9,8.3,16.6,12.45,1.66,2.9,0.41,19.09,3.32,1.24,0.41,4.56,1.66,4.56,3.32,1.24,0,0.41,0.83,4.98,0,0.41,0,0,6.22,0.41,0.41,0.83,1.24,2.9,1.24,3.32,0.83,2.49,0,0.83,0.41,0.41,0,0,9.54,1.24,4.98,3.32,2.49,0,5.81,9.13,2.07,18.67,2.9,8.71,7.47,4.15,2.49,0,0.41,0,0,0,0,0,0,0,0,7.05,4.98,0,0,0,0,0,0,0.83,0.83,0,0.41
955,265,56.78,60.43,21.31,80.48,22.08,15.47,93.58,58.49,16.6,7.55,4.15,0,1.89,0,1.51,9.06,7.17,13.96,11.7,4.53,4.53,1.89,20.38,3.02,1.13,1.89,1.13,3.02,3.77,3.4,0.38,0,0,0,9.81,0,0,0,0,15.09,1.51,0.75,4.15,2.64,3.02,3.02,1.51,1.13,0.38,0,0.75,0,0,0,0.75,9.43,2.64,3.4,2.26,1.89,1.13,1.13,15.09,4.53,11.7,2.26,6.04,3.4,3.77,1.89,1.13,3.4,0,0,0.75,0,0,0.38,0.38,0,10.57,3.77,1.89,0,0,0.75,1.51,0,0,0.38,0,2.26
956,148,94.06,65.76,2.1,95.66,18.5,20.27,70.95,44.59,10.14,4.73,2.03,0,1.35,0.68,0.68,5.41,8.78,15.54,4.73,2.03,6.08,0,8.78,6.08,2.7,2.03,2.03,4.73,4.73,4.73,0,0,0,0,4.73,0,0,0,0.68,8.78,1.35,1.35,2.7,2.7,2.7,0,3.38,1.35,0.68,1.35,0.68,0.68,0,0,0,3.38,0,1.35,2.03,0,0,0.68,6.76,3.38,8.78,0,6.08,2.7,2.03,0.68,0,1.35,0,0,0.68,0,0.68,0,0,0,10.14,5.41,2.7,0,0,0,0.68,0,1.35,0,0,0
957,170,56.43,59.29,1.73,92.05,56.67,28.82,80.59,54.71,13.53,8.24,3.53,0,0.59,4.12,0,5.29,6.47,12.35,9.41,4.71,8.82,0.59,12.94,2.94,0.59,0.59,0,0,6.47,5.29,1.18,0,0.59,0,7.06,0.59,0,0,4.71,4.71,1.18,1.76,0,0,0.59,1.18,1.18,1.18,0,0,0,0,0,0,0,8.24,0.59,2.94,2.94,2.35,0.59,5.29,7.06,0.59,6.47,0,4.71,1.76,8.24,0.59,0.59,2.35,0.59,0,0,0,0,0,0,0,7.65,4.71,1.18,0,0,0,0,0,0,0,0,1.76
958,147,57.96,60.73,71.95,76.14,14.7,18.37,74.83,46.26,16.33,14.97,9.52,0,5.44,0,0,1.36,5.44,9.52,8.84,0.68,5.44,1.36,16.33,3.4,1.36,0.68,4.08,2.72,2.72,2.72,0,0,0,0,12.93,0,0,0,0,10.88,2.04,0.68,3.4,4.08,0.68,4.76,0.68,0,0,0,0.68,0,0,0.68,0,5.44,1.36,2.04,2.04,0,0,0.68,10.2,4.08,11.56,4.08,3.4,3.4,2.04,0.68,0,0,0,0,0,0,0,0,0,0,26.53,6.8,6.8,2.72,0,0,2.04,1.36,0,0,4.08,2.72
959,125,78.19,28.77,28.54,99,41.67,13.6,81.6,49.6,9.6,6.4,5.6,0,0.8,0,0,3.2,8.8,12.8,10.4,3.2,6.4,1.6,16,6.4,1.6,0.8,4,4.8,7.2,7.2,0,0,0,0,2.4,0,0,0,0,11.2,0.8,3.2,3.2,4,0.8,1.6,0.8,0,0,0.8,2.4,1.6,0.8,0,0,4.8,0.8,2.4,0.8,0.8,0,0.8,8.8,4,12.8,1.6,7.2,4,3.2,4,0,0,0,0,1.6,0,0,0.8,0.8,0,17.6,2.4,5.6,0,0,1.6,0.8,0,0,1.6,3.2,2.4
960,287,97.61,82.66,3.95,89.72,35.88,25.44,81.53,44.6,8.36,3.14,1.05,0,0.35,0,1.74,5.23,10.1,16.38,5.92,0.35,4.53,0,12.89,1.74,1.74,0.7,0.7,1.39,3.83,3.83,0,0,0,0,10.45,0,0.35,2.44,0,3.83,1.05,2.09,0.35,0.35,0,0.35,5.57,0.35,4.88,0.35,0,0,0,0,0,10.45,3.83,2.44,4.53,1.05,0,2.44,6.27,2.09,8.36,1.39,4.18,2.09,9.06,2.09,0.35,1.74,0.7,0.7,0,0,0,0,0,0,11.5,4.18,2.79,0.35,0,0,0,0.35,0,0,0,3.83
961,149,25.94,96.47,17.68,97.89,21.29,21.48,89.26,53.69,18.12,10.74,0,4.03,5.37,0,1.34,7.38,4.7,8.05,10.07,2.01,9.4,2.68,19.46,5.37,0.67,0.67,1.34,2.68,8.72,6.71,1.34,0,0,0.67,14.77,0,0.67,0,0,16.11,2.68,4.03,2.01,4.7,2.68,3.36,0,0,0,0,0,0,0,0,0,8.05,4.7,0.67,1.34,1.34,0.67,2.68,12.75,2.68,11.41,4.03,3.36,4.03,4.03,1.34,1.34,1.34,0,0,0,0,0,0,0,0,14.77,10.07,2.68,0,0,0.67,0.67,0.67,0,0,0,0
962,123,92.84,50,21.47,71.55,24.6,18.7,68.29,40.65,8.13,5.69,4.88,0,0.81,0,0,2.44,7.32,13.82,2.44,3.25,7.32,0,9.76,3.25,0.81,0,8.94,0.81,4.07,3.25,0.81,0,0,0,4.07,0,0,0,0,3.25,1.63,0.81,0,0.81,0,0,4.07,2.44,0,1.63,2.44,0.81,0.81,0,0,5.69,1.63,0.81,2.44,0.81,0,1.63,8.13,0,9.76,1.63,5.69,2.44,3.25,1.63,0,1.63,0,0.81,0,0,0,0,0,0,29.27,6.5,3.25,0,0,0,0,0.81,6.5,1.63,4.88,5.69
963,195,74.5,35.96,66.7,44.55,65,15.38,87.69,51.79,13.33,11.79,9.74,1.54,0,0.51,0,1.54,9.23,12.82,6.67,6.15,7.18,0,16.41,4.1,2.56,1.03,2.05,4.1,4.1,2.56,1.54,0,0,0,5.64,3.08,0,3.08,0.51,12.31,1.54,1.03,3.08,6.15,1.03,1.03,0.51,0.51,0,0,0.51,0,0.51,0,0,7.18,2.56,1.03,1.03,2.05,1.03,0.51,14.36,0.51,14.87,2.56,6.15,6.15,4.1,0.51,2.56,2.05,0,0,0.51,0,0,0,0.51,0,14.36,5.64,6.67,0,0,0,0,1.03,0,0,0,1.03
964,110,68.79,92.7,4.65,76.23,18.33,17.27,78.18,48.18,12.73,6.36,0,2.73,1.82,0,1.82,6.36,8.18,10,10,0.91,7.27,0.91,12.73,1.82,0.91,1.82,3.64,6.36,2.73,2.73,0,0,0,0,14.55,1.82,0,0,0,10,0.91,0,0,4.55,3.64,3.64,2.73,1.82,0,0.91,0.91,0,0.91,0,0,10.91,4.55,0,1.82,4.55,0,0,16.36,0,6.36,1.82,2.73,0.91,1.82,0,2.73,0,0,0,0,0,0,0,0,0,22.73,6.36,3.64,0,0,0.91,0,0,0,9.09,0,2.73
965,236,71.11,98.86,18.76,99,33.71,27.54,82.2,46.19,17.8,11.44,0,9.75,0.42,0.42,0.85,6.36,6.78,12.29,3.81,3.81,5.93,0.42,11.02,7.2,2.12,2.12,0.85,2.12,8.05,8.05,0,0,0,0,14.83,0.42,0,0.85,0,12.29,3.81,4.66,0.42,2.54,0.85,1.69,1.69,1.27,0,0,2.12,0,0.42,0.42,0.42,19.07,11.86,5.51,1.27,1.27,0,2.97,6.36,0,11.02,1.27,5.93,4.24,7.63,1.27,0.42,0,0,0,0,0,0,0,0,0,18.22,5.08,3.81,0,0,0,0,0.85,0,3.81,0,4.66
966,252,80.75,69.71,14.62,99,14,21.03,78.97,42.46,9.13,5.95,3.17,0.79,0.79,0,1.19,3.17,6.75,11.51,8.33,2.78,5.16,1.19,12.7,6.75,1.98,0.4,3.17,2.38,11.11,10.71,0,0,0,0,9.52,0.4,1.19,0.4,0.79,9.13,1.59,0.79,1.59,1.19,2.38,1.59,3.97,1.98,0,1.59,3.17,0.79,0,0,2.38,7.54,3.17,1.19,1.98,1.98,0,1.98,10.71,0.4,9.92,1.19,5.16,3.57,3.17,0.4,1.98,1.59,0,0,0,0,0,0,0,0,27.38,9.13,3.97,0,0,0,1.98,3.97,0.79,1.98,0.79,4.76
967,191,48.74,33.76,63.29,88.14,21.22,16.75,81.15,52.88,13.09,9.95,8.38,0,1.05,0,0.52,3.14,6.81,10.47,11.52,5.24,8.38,0,19.37,1.57,1.57,1.57,1.57,2.09,3.66,3.66,0,0,0,0,4.71,0,0,0,0,6.81,0,0.52,1.57,2.09,2.62,1.57,2.09,1.05,1.05,0,1.05,0,0.52,0,0,5.24,1.57,1.57,1.05,2.09,0,2.09,13.61,2.62,14.66,3.66,6.28,4.71,3.14,4.19,0,1.57,0,0,0,0,0,0,0,0,16.75,3.14,2.09,1.57,0,0,3.66,0,0,0.52,1.05,4.71
968,411,74.14,89.25,38.33,99,24.18,19.22,94.65,58.15,17.03,11.44,2.92,3.65,4.38,0,0.49,5.6,8.03,16.55,8.52,2.92,7.06,0.49,14.6,4.62,3.65,0.73,0,3.65,7.06,6.57,0.49,0.24,0,0,11.44,0,0,0,0,17.76,3.89,3.89,1.95,4.14,2.92,3.65,2.68,2.43,0,0.24,0.97,0,0,0.73,0.24,12.17,5.11,4.87,1.95,0.97,0.49,1.22,14.36,2.43,10.71,1.7,5.35,3.65,4.87,3.16,0,1.95,0.49,0,0,0,0,0,0,0,14.11,7.06,4.38,0,0,0,0.49,0.24,0,1.46,0,0.49
969,544,59.08,50,28.81,94.01,30.22,17.46,80.33,50.74,14.71,10.66,6.8,0.74,2.57,0,0.55,4.04,5.51,12.5,9.93,2.94,7.17,0.55,13.97,4.78,2.76,1.1,1.47,4.41,6.99,5.7,1.29,0,0.18,0.37,7.54,0.37,0.37,0.18,0,13.05,1.29,2.39,2.57,5.33,1.1,3.49,1.47,0.74,0.18,0.55,0.74,0.18,0.37,0,0,8.27,2.21,3.12,3.12,0.92,0.37,2.57,9.74,1.84,8.64,0.92,4.6,3.31,2.02,2.21,0,0.18,0,0,0,0,0,0,0,0,15.99,4.6,8.09,0.37,0,0.55,0.37,0.18,0,0.92,0,0.92
970,187,98.08,77.29,5.19,45.41,93.5,22.99,80.75,38.5,4.81,2.67,0,2.67,0,0,0,2.14,10.7,12.83,5.35,0,4.28,0.53,13.9,3.74,2.14,1.07,2.14,4.81,3.21,2.14,1.07,0.53,0,0,5.88,0,0,0,0,8.02,0.53,5.35,1.07,1.6,0.53,0.53,3.74,3.21,0,0.53,0,0,0,0,0,11.23,4.28,2.67,3.21,1.07,0.53,3.21,10.7,1.07,11.23,1.6,6.42,3.21,7.49,6.42,0,3.74,0,0,0.53,0,0.53,0,0,0,16.04,4.81,2.67,0,0,0,0,1.07,1.07,1.07,0,5.35
971,126,67.14,11.7,80.64,70.57,31.5,21.43,81.75,52.38,15.87,10.32,10.32,0,0,0,0,5.56,6.35,13.49,7.14,3.97,6.35,0.79,14.29,3.17,2.38,1.59,2.38,0.79,2.38,2.38,0,0,0,0,1.59,0,0,0,0,12.7,3.17,4.76,0.79,3.17,0.79,2.38,3.17,3.17,0,0,0,0,0,0,0,4.76,0.79,3.17,0.79,0.79,0,2.38,9.52,2.38,11.11,1.59,5.56,3.97,4.76,2.38,0.79,0,0,0,0,0,0,0,0,0,17.46,4.76,4.76,0,0,0,0,0,1.59,0,0,6.35
972,127,38.99,9.04,95.98,98.19,25.4,22.05,85.04,49.61,20.47,15.75,15.75,0,0,0,0,4.72,1.57,14.17,9.45,4.72,4.72,0.79,14.96,1.57,0.79,2.36,0,1.57,7.09,6.3,0.79,0.79,0,0,5.51,0,0,0,0,11.81,1.57,3.15,2.36,3.94,0.79,2.36,0.79,0.79,0,0,1.57,0,0,0.79,0,7.87,4.72,0.79,2.36,0,0.79,0.79,15.75,2.36,14.17,0.79,7.09,6.3,7.87,4.72,0,3.94,0,0,0,0,0,0,0,0,17.32,6.3,3.15,1.57,0,0,0.79,0,0,3.94,0,1.57
